Transaction_Key,Date_Key,Department_Key,Cost_Centre_Key,Cost_Category_Key,Vendor_Key,Budget_Amount,Actual_Amount,Headcount
78871,20230823,2,5,3,5,93148,102189,979
78872,20250110,5,12,1,7,162990,136602,252
78873,20230916,10,1,2,11,388093,435518,92
78874,20241228,3,1,1,2,229379,268296,587
78875,20220424,4,6,1,1,160942,228679,923
78876,20231103,2,2,1,2,260967,355122,812
78877,20250630,8,1,2,5,301455,371262,84
78878,20220617,3,13,3,20,438196,349475,426
78879,20230102,1,3,1,11,264981,282343,876
78880,20241109,8,14,1,1,70710,69511,44
78881,20240519,6,14,2,1,449461,437969,80
78882,20220523,1,4,5,19,167504,146510,115
78883,20220620,6,13,3,8,72206,73139,353
78884,20230218,5,11,1,10,169956,120058,797
78885,20230829,2,12,4,2,18192,21673,94
78886,20221111,9,9,10,13,46121,35145,50
78887,20230131,3,7,6,5,18477,18121,58
78888,20230902,1,2,1,1,231572,260514,558
78889,20230814,8,4,2,14,364650,318342,39
78890,20230311,1,13,3,19,377094,362500,117
78891,20240408,2,8,1,13,237945,226686,412
78892,20231025,5,2,3,2,198955,174249,574
78893,20230217,1,15,6,6,12119,0,21
78894,20250913,2,9,3,7,202403,246321,726
78895,20230126,1,3,6,3,76412,87844,33
78896,20231111,8,2,7,5,133804,197002,796
78897,20230608,5,2,2,2,348075,285710,56
78898,20241112,6,14,1,15,63148,87408,916
78899,20230226,8,2,6,18,67224,58137,113
78900,20221110,1,2,3,5,671437,596318,505
78901,20220203,1,5,1,5,133967,168190,1119
78902,20241211,10,4,1,13,209260,177877,434
78903,20230311,1,11,3,1,369241,440322,732
78904,20250130,2,6,3,17,304236,282278,734
78905,20230131,1,13,7,1,154845,140613,486
78906,20250124,3,1,1,4,228095,269261,193
78907,20250716,6,1,2,3,435432,602852,95
78908,20250427,1,5,1,15,211507,211752,571
78909,20240605,11,6,7,1,442569,588026,418
78910,20220123,2,8,3,15,403184,380399,215
78911,20240106,4,13,3,12,436815,400745,259
78912,20230918,4,12,3,14,412744,411039,1078
78913,20250110,10,9,4,15,41612,36369,73
78914,20240415,6,15,9,12,7157,6864,35
78915,20231002,7,6,2,2,69977,68739,90
78916,20250402,7,14,7,5,309572,275804,715
78917,20250706,3,6,1,14,145881,111264,426
78918,20241123,1,10,9,14,72912,77443,30
78919,20250325,1,2,1,5,115674,136085,1182
78920,20230302,11,14,1,2,164831,174238,505
78921,20231014,3,8,5,19,153818,182890,101
78922,20250226,4,4,1,11,166956,180761,736
78923,20250321,11,1,1,12,200253,209557,1028
78924,20230508,4,9,2,8,327862,379410,78
78925,20240722,12,11,3,5,618770,695333,113
78926,20230202,12,7,2,17,270977,287558,30
78927,20250327,3,14,7,5,422872,365087,167
78928,20250910,1,6,10,14,41428,41017,65
78929,20240605,8,4,1,18,147039,147989,482
78930,20250606,7,10,1,8,187662,192257,866
78931,20231030,5,5,8,2,266137,204569,764
78932,20240617,2,13,1,16,167588,117406,133
78933,20220416,11,4,3,10,63496,63954,345
78934,20220317,8,14,9,6,18823,20485,96
78935,20220106,4,13,1,6,109371,97853,309
78936,20250324,11,4,3,2,179753,186423,549
78937,20230710,6,13,1,15,128984,121509,435
78938,20241207,4,11,5,7,24840,27309,26
78939,20220127,10,3,10,11,66351,69037,112
78940,20220910,4,10,3,5,419901,346405,680
78941,20251201,4,14,2,18,159717,171454,99
78942,20221110,9,1,1,18,76225,61852,582
78943,20251029,10,4,4,10,25570,26786,113
78944,20221129,5,2,7,19,277531,283842,465
78945,20240812,2,3,3,4,601911,763647,1125
78946,20230614,11,1,2,5,428605,421644,62
78947,20250126,9,3,3,5,629371,607329,374
78948,20220211,2,15,7,7,40020,38375,1065
78949,20220607,2,5,8,10,521963,662909,504
78950,20220529,1,9,3,13,674482,831086,424
78951,20240619,1,1,5,13,66975,69865,15
78952,20250728,4,6,2,6,254011,260074,60
78953,20250524,10,1,6,7,58432,69849,83
78954,20240809,1,2,1,20,257076,303625,444
78955,20240906,6,3,6,5,18848,23663,77
78956,20241010,2,2,1,6,200383,242598,372
78957,20230708,8,6,7,11,273448,306317,966
78958,20220801,8,15,4,20,74409,111530,9
78959,20250821,4,12,9,2,41412,38310,78
78960,20250327,10,5,7,10,380035,347686,707
78961,20240101,2,12,1,8,40135,47150,861
78962,20230827,3,15,2,13,235806,249518,64
78963,20230525,3,13,1,5,99935,138172,905
78964,20250630,2,7,1,1,272110,232511,1113
78965,20231110,1,9,1,8,125653,137273,1008
78966,20221019,2,2,8,14,212618,176920,774
78967,20230920,8,15,7,7,358478,326182,147
78968,20241223,5,9,8,7,531871,627871,1173
78969,20240912,4,9,1,1,236632,300092,30
78970,20250921,2,2,5,5,44658,53874,58
78971,20230809,5,15,3,5,79348,101917,76
78972,20220509,1,6,4,11,34704,34019,9
78973,20251015,10,2,4,12,56291,49677,98
78974,20220210,4,15,1,11,187054,193592,170
78975,20221223,3,2,1,13,171727,179062,191
78976,20250905,9,14,9,8,12270,11235,26
78977,20240527,4,12,1,5,66293,67907,299
78978,20220629,2,2,7,1,289651,304115,1166
78979,20221210,4,3,6,12,27318,22562,89
78980,20250419,4,14,4,8,53206,64600,70
78981,20250828,2,9,4,14,5251,6251,111
78982,20240126,7,14,3,1,519320,564199,930
78983,20250812,1,7,8,8,379496,386833,1131
78984,20250120,3,14,5,1,72802,64038,86
78985,20240905,10,10,8,6,144512,183543,458
78986,20220228,6,4,4,16,57461,66461,44
78987,20240921,1,10,7,16,182226,136300,596
78988,20250309,11,1,1,7,154464,142862,595
78989,20220627,1,10,1,8,223929,283954,295
78990,20240925,6,6,2,1,347629,394422,30
78991,20220207,11,7,1,9,70633,58800,347
78992,20230825,10,4,1,1,251765,310892,926
78993,20250404,4,15,9,13,27715,36357,103
78994,20231103,1,12,1,18,233159,245643,263
78995,20241216,2,8,8,9,530883,647684,196
78996,20220505,2,12,3,16,584023,630438,1003
78997,20231218,10,11,1,8,206226,166437,715
78998,20250811,1,13,8,15,527710,559136,1099
78999,20220717,9,10,5,5,61872,64684,108
79000,20221010,6,13,6,2,27868,30942,27
79001,20240224,10,11,3,15,561240,596305,166
79002,20221120,9,14,3,6,504999,342017,602
79003,20221113,8,12,3,16,406326,417438,96
79004,20250703,2,3,5,5,133500,156866,116
79005,20230417,3,11,7,18,96041,88697,38
79006,20240125,5,6,10,18,32081,23102,65
79007,20230615,9,14,1,5,152079,106001,377
79008,20220227,5,3,1,9,74029,58596,382
79009,20251212,4,12,1,14,123087,125419,70
79010,20220423,5,13,1,3,189859,223227,692
79011,20240714,2,13,1,13,111383,85053,694
79012,20240213,3,7,5,6,310029,380506,112
79013,20220831,1,6,1,3,80217,79781,31
79014,20250811,1,8,3,5,643880,829465,427
79015,20230904,9,8,3,17,383270,381829,458
79016,20230602,1,15,6,12,56044,45604,92
79017,20230710,5,14,8,20,187517,236365,150
79018,20230630,1,5,8,19,622745,720161,661
79019,20221202,12,15,1,2,57701,80138,958
79020,20230122,7,8,8,19,627144,699000,787
79021,20230316,3,5,1,5,68086,73699,1147
79022,20250423,9,11,1,5,224986,219541,911
79023,20250820,11,8,1,20,219507,243726,145
79024,20251102,6,8,5,12,275607,269161,111
79025,20220202,4,2,10,8,14153,10487,29
79026,20240403,11,7,3,8,658022,720288,254
79027,20220225,7,13,4,5,34532,34203,33
79028,20251114,4,2,1,7,60803,82143,105
79029,20220326,2,9,1,1,224940,248541,646
79030,20220508,8,14,2,8,47237,48536,104
79031,20220308,6,14,7,10,123407,108262,758
79032,20241216,3,4,6,12,66112,83371,53
79033,20221108,6,4,1,10,158605,143972,336
79034,20231005,10,7,9,17,90192,110640,9
79035,20220623,5,1,1,20,165924,142690,556
79036,20240504,1,13,5,11,180480,255089,48
79037,20250828,4,9,3,2,636559,592345,876
79038,20240117,11,2,1,7,53690,60348,822
79039,20230416,4,4,1,10,266941,265595,40
79040,20240314,11,15,10,10,14953,17346,100
79041,20230210,5,15,1,14,102700,103886,720
79042,20230127,3,15,7,4,131926,161824,319
79043,20250419,4,5,9,19,56883,47790,90
79044,20250525,2,15,3,3,379204,440219,447
79045,20240620,1,8,3,6,85149,89182,75
79046,20221230,2,11,1,1,269380,282143,1141
79047,20250728,1,8,8,5,542842,661854,465
79048,20231219,12,14,1,16,66862,69774,299
79049,20250714,1,10,4,13,70077,78789,70
79050,20240419,8,13,3,16,598145,511345,161
79051,20251206,8,12,3,10,673661,847479,70
79052,20241019,4,7,7,3,51784,49576,861
79053,20240910,11,2,3,8,265389,243196,674
79054,20250223,3,13,3,12,224623,246240,1146
79055,20250504,2,2,3,8,394547,374688,509
79056,20250819,9,5,1,19,59107,51280,650
79057,20231114,5,15,1,12,221402,253633,229
79058,20250111,3,2,1,3,266840,266385,291
79059,20250928,1,13,6,15,40432,34749,110
79060,20251130,1,9,10,16,53187,45934,15
79061,20220331,3,10,1,10,147309,143357,389
79062,20250629,1,5,7,20,134414,187717,135
79063,20220815,5,1,4,3,22256,27135,65
79064,20251009,3,13,10,7,37716,39648,102
79065,20221201,1,11,5,11,285648,328948,24
79066,20230420,2,9,3,4,673203,791945,76
79067,20231129,8,1,1,6,266033,210381,30
79068,20220701,2,15,4,3,26027,19962,10
79069,20240813,2,3,1,7,130286,185026,1135
79070,20240827,9,12,4,10,76678,84484,70
79071,20230820,6,4,3,3,593112,535384,771
79072,20241007,1,7,6,10,60898,77426,44
79073,20240126,2,13,3,13,85160,97452,140
79074,20240501,9,9,5,1,253167,348668,109
79075,20230422,8,1,1,15,103757,86727,1156
79076,20250304,4,6,7,6,379053,391037,1010
79077,20240502,4,11,5,13,189076,178794,54
79078,20230222,10,4,7,11,244118,206650,941
79079,20230609,12,9,9,5,34420,34980,2
79080,20240924,1,6,1,3,202146,234900,768
79081,20220504,2,3,10,9,54136,65113,108
79082,20250509,2,9,1,2,75163,88855,156
79083,20251001,4,11,8,6,68728,75525,218
79084,20250605,5,8,1,5,160792,132848,563
79085,20241128,3,1,9,17,43308,45440,49
79086,20240616,3,6,1,1,111011,146661,1003
79087,20250731,6,4,10,9,43184,35138,101
79088,20220225,11,4,3,5,309303,335279,257
79089,20230110,12,10,7,13,288848,295381,1071
79090,20251029,1,7,7,14,25030,19296,552
79091,20250102,1,4,4,19,5498,4699,2
79092,20240829,2,4,6,5,65999,57153,18
79093,20241021,3,8,3,13,297354,410942,186
79094,20240109,12,9,1,1,51096,69548,965
79095,20221216,5,8,10,3,11462,12809,34
79096,20250103,2,13,1,7,216398,210370,689
79097,20230909,3,13,1,6,90124,120480,89
79098,20231101,4,10,3,3,451615,497327,251
79099,20221031,5,8,6,17,49535,46623,108
79100,20230309,1,12,1,16,79259,89772,999
79101,20230106,12,4,1,6,164241,148160,405
79102,20230403,2,2,5,2,29752,33645,76
79103,20240922,12,14,3,7,161274,219393,1056
79104,20250927,7,9,1,1,81442,105425,230
79105,20250723,10,13,3,8,685753,948938,103
79106,20240405,6,4,7,7,332288,352443,207
79107,20231004,1,4,6,18,62518,73225,90
79108,20221106,3,14,1,15,94699,88310,212
79109,20250619,10,7,3,3,632664,716147,496
79110,20250325,1,2,1,13,94700,104594,245
79111,20221031,3,5,7,5,213945,268658,209
79112,20230921,5,15,1,5,73937,73169,299
79113,20250422,2,2,1,9,258912,308139,338
79114,20230322,4,9,4,11,62507,79326,92
79115,20241226,8,9,3,1,265277,325110,278
79116,20220408,1,6,1,14,128906,115392,299
79117,20231206,2,9,7,13,245090,204128,531
79118,20220705,5,3,3,4,498905,472033,784
79119,20220104,1,14,3,8,219016,250573,439
79120,20220901,3,8,9,8,35075,39415,11
79121,20250702,10,12,1,8,171414,202714,849
79122,20220710,6,15,1,1,148514,0,264
79123,20220129,1,8,9,2,99420,83896,66
79124,20241009,2,1,1,16,108204,87052,678
79125,20231028,1,5,3,8,520083,408387,1037
79126,20250324,1,1,1,2,210123,204630,1107
79127,20221231,1,3,1,14,151515,182391,327
79128,20221106,4,8,1,6,260256,258259,225
79129,20241023,1,6,1,1,171933,169947,977
79130,20230619,3,2,9,6,83454,69501,88
79131,20240504,5,15,3,7,211414,256193,74
79132,20220821,10,13,2,3,63412,81201,40
79133,20240108,3,6,8,3,557045,469516,1018
79134,20230717,4,6,3,7,268539,204788,292
79135,20220127,6,10,8,8,522526,561114,1044
79136,20250825,1,4,5,1,249507,306458,99
79137,20220105,4,10,7,2,411254,491975,1068
79138,20250603,1,4,1,3,193686,216062,154
79139,20230331,5,1,1,4,50542,45533,434
79140,20240402,4,8,1,10,150139,159006,693
79141,20220727,1,2,1,18,65651,73241,198
79142,20230315,8,10,4,17,10967,11636,119
79143,20230101,4,3,3,20,308799,279383,813
79144,20230115,5,6,7,5,480365,442999,1166
79145,20230121,3,2,1,17,157514,124799,693
79146,20220626,2,10,1,4,83978,65867,1010
79147,20230321,10,4,2,5,91780,102570,101
79148,20251103,8,1,1,2,177929,203056,670
79149,20240320,4,13,7,6,173801,194429,75
79150,20230214,8,1,10,5,56844,55772,110
79151,20230403,4,15,2,13,236175,185084,97
79152,20230810,10,14,1,6,117481,98955,667
79153,20250209,2,2,6,7,62465,65713,34
79154,20230604,7,2,6,10,89044,83486,88
79155,20230809,1,5,6,15,15970,11576,117
79156,20240828,4,15,3,2,54019,59879,1078
79157,20240402,2,10,5,14,102011,95589,91
79158,20240101,1,5,1,10,176745,165417,1045
79159,20250919,2,8,3,4,380669,355692,505
79160,20220908,1,3,3,2,277246,203012,151
79161,20231113,1,2,5,1,298690,300740,45
79162,20220628,12,13,5,19,289103,266960,44
79163,20230628,1,12,2,7,106551,105142,45
79164,20251006,12,1,7,3,312384,225953,808
79165,20220609,4,11,1,11,110146,124487,539
79166,20241214,11,7,5,1,232619,287907,44
79167,20220216,4,11,5,16,116963,111741,13
79168,20250409,12,3,5,17,104287,102857,92
79169,20230128,4,6,7,19,311540,384114,483
79170,20250106,4,3,9,11,29069,29690,32
79171,20250711,6,13,1,15,271333,307997,527
79172,20240715,1,3,1,3,152302,147460,1150
79173,20250830,2,13,1,19,138578,105271,251
79174,20250310,1,11,4,4,30454,31797,95
79175,20240824,4,6,3,12,101632,129634,646
79176,20250724,1,15,3,4,540890,396551,951
79177,20250831,7,4,3,1,46835,52741,748
79178,20221031,5,6,1,1,40414,30410,200
79179,20230107,3,14,8,5,311640,416824,154
79180,20250912,6,15,2,3,441254,519361,51
79181,20220531,4,15,4,18,78584,83627,113
79182,20220307,3,9,4,11,44115,43518,8
79183,20230609,11,6,1,3,252152,348533,657
79184,20220824,8,8,5,5,171977,168049,17
79185,20220708,1,10,7,13,212458,196455,1062
79186,20220317,1,4,2,3,235323,178451,49
79187,20251225,4,3,5,7,169118,179121,115
79188,20230310,2,14,10,6,49417,51861,9
79189,20250613,1,3,9,5,17904,15444,70
79190,20250803,4,8,1,6,244771,276041,213
79191,20250530,10,8,10,9,58351,60929,91
79192,20240721,12,11,1,14,264143,274695,562
79193,20220304,11,4,9,13,98203,97794,23
79194,20240529,1,12,3,16,142799,139369,645
79195,20220720,9,4,4,14,17870,23096,52
79196,20240719,6,7,1,12,74180,84927,787
79197,20220314,5,1,4,1,61729,61083,70
79198,20240228,4,6,3,7,611969,564439,486
79199,20250125,8,7,3,6,688739,623832,1088
79200,20250117,11,1,1,7,81239,91447,687
79201,20251010,5,13,8,19,318681,368837,346
79202,20250827,2,12,1,9,168487,156520,1122
79203,20220721,10,14,2,5,211666,243092,97
79204,20231225,2,4,1,7,52456,58055,1157
79205,20231203,1,14,1,20,125935,120663,527
79206,20230514,3,2,5,17,245146,268902,10
79207,20230224,12,11,1,5,53072,58904,1042
79208,20240428,1,4,3,6,187366,173997,646
79209,20250123,1,12,1,3,162338,154809,1154
79210,20230310,3,1,5,15,190161,223150,32
79211,20230130,10,5,3,4,45391,49962,1092
79212,20240710,8,13,2,14,139040,157667,20
79213,20250403,8,8,1,13,218811,244113,484
79214,20230324,3,1,1,4,55867,47786,389
79215,20231016,10,3,3,19,613180,493777,956
79216,20241130,2,12,1,15,274544,195704,367
79217,20241211,1,9,3,10,120128,114712,560
79218,20250415,4,11,3,19,353509,287559,662
79219,20240408,3,1,4,12,35592,28983,65
79220,20240824,1,3,1,14,165230,162038,1003
79221,20230901,11,11,5,17,99285,96730,102
79222,20240228,7,8,1,19,68530,70782,1107
79223,20220327,7,8,4,13,113064,99539,57
79224,20250720,4,13,3,19,500246,533818,1020
79225,20250527,3,2,9,9,28408,32510,104
79226,20240828,7,4,1,11,102247,103530,873
79227,20251222,4,12,9,10,29949,29727,58
79228,20231028,5,1,3,4,590372,606508,817
79229,20230106,4,4,1,4,85654,112213,1146
79230,20230504,12,1,3,5,586476,559989,140
79231,20221017,7,14,1,17,228811,295221,249
79232,20230513,2,11,3,18,266440,144510,197
79233,20240717,1,2,1,8,77721,100729,220
79234,20231004,4,6,1,9,214572,274175,754
79235,20250130,6,5,7,4,342834,443444,667
79236,20240129,12,9,1,5,195658,155812,157
79237,20220406,4,6,1,6,269635,243393,798
79238,20230223,10,5,3,1,462884,518342,978
79239,20220413,6,10,3,4,268714,333900,1102
79240,20230803,7,8,1,16,176898,212929,749
79241,20220801,9,1,8,16,170629,211419,311
79242,20230209,1,1,2,6,89844,83028,114
79243,20240228,1,2,3,7,593350,796490,1054
79244,20240526,8,2,3,15,507634,482403,508
79245,20251112,1,15,3,14,143693,189966,1136
79246,20220805,5,11,1,6,127965,125865,318
79247,20221127,1,8,10,1,39941,36792,68
79248,20221018,6,4,9,5,50186,45629,68
79249,20241226,1,12,5,15,71054,100388,90
79250,20240801,1,11,7,13,218605,234766,582
79251,20250712,8,13,6,18,10351,12155,63
79252,20250222,11,1,3,4,238062,208884,968
79253,20220707,4,8,3,16,294216,310096,343
79254,20230409,3,9,5,19,315297,306888,104
79255,20230703,2,5,4,17,15957,15821,47
79256,20250613,7,13,9,2,87831,105014,62
79257,20220717,8,8,8,15,103142,109116,387
79258,20240822,3,8,1,2,50570,58380,466
79259,20240917,12,3,3,3,696960,819124,994
79260,20230628,9,11,5,5,175491,209899,42
79261,20240116,1,2,3,7,247242,199250,729
79262,20230115,1,5,5,7,39313,24418,56
79263,20240413,2,15,7,8,357320,318296,573
79264,20250910,6,13,9,13,70035,67721,49
79265,20221112,3,3,5,11,198203,178256,53
79266,20220823,8,1,1,5,213270,178182,1106
79267,20220731,11,6,1,20,206557,247777,1102
79268,20250116,9,1,10,10,51515,53061,1
79269,20220313,10,3,1,16,98133,113975,640
79270,20220908,4,9,5,1,39259,29276,67
79271,20220421,1,12,1,13,161131,168910,1143
79272,20241220,4,15,1,9,196155,159005,738
79273,20250105,1,15,3,16,300171,345569,221
79274,20240718,4,10,3,13,113958,135800,271
79275,20250320,1,2,5,19,132921,145961,11
79276,20230930,4,1,3,5,43707,42670,373
79277,20250609,2,9,1,1,152950,202818,498
79278,20220815,5,6,1,17,163730,170822,469
79279,20230227,3,1,3,20,485559,535101,275
79280,20240118,5,6,7,2,291621,286322,792
79281,20220511,11,5,1,19,137498,140265,1024
79282,20250608,1,15,1,9,272850,274058,340
79283,20250307,10,2,4,7,46873,55319,76
79284,20220620,9,9,5,13,215314,172401,58
79285,20240921,2,1,1,13,122619,154077,927
79286,20240213,1,12,3,7,289797,309579,985
79287,20220805,8,14,7,10,481102,383731,417
79288,20230503,12,1,1,5,83459,84827,648
79289,20221027,1,6,1,2,187935,191958,843
79290,20241223,2,1,1,17,70905,81741,1004
79291,20231010,4,13,1,20,114391,140591,685
79292,20240517,6,7,1,2,86058,93127,777
79293,20251114,12,10,1,18,217777,231360,221
79294,20220901,12,3,1,10,244283,167507,526
79295,20250611,6,15,3,9,150105,137728,670
79296,20230410,8,3,2,6,130892,136168,32
79297,20240211,4,9,2,16,372277,478215,94
79298,20250402,1,4,4,14,9893,10111,14
79299,20231230,2,1,3,9,554692,674660,971
79300,20250423,3,2,4,13,68501,85824,67
79301,20240501,2,12,1,6,91874,73851,886
79302,20221009,12,1,3,11,107211,129159,35
79303,20241017,9,11,1,9,77488,87220,1177
79304,20240220,2,2,8,7,107095,83442,248
79305,20221003,1,2,3,16,380863,520027,422
79306,20230310,7,9,1,14,92686,105727,422
79307,20250227,2,2,3,4,305587,379439,144
79308,20250915,11,1,1,11,145682,108754,1128
79309,20220418,3,5,2,4,239662,203066,81
79310,20250217,8,11,5,4,174129,184553,95
79311,20230102,3,9,5,14,196552,212340,104
79312,20240808,4,12,3,3,689968,554973,607
79313,20220815,7,3,1,17,158190,178688,309
79314,20220514,5,1,1,10,70050,72478,996
79315,20240817,5,13,3,2,449535,486367,429
79316,20230710,8,2,1,10,45567,52334,1128
79317,20240915,1,14,2,6,377039,479871,117
79318,20250607,1,9,1,10,50884,38226,316
79319,20220527,9,1,1,2,148721,115079,282
79320,20220116,1,4,1,8,135520,125406,400
79321,20251112,3,6,3,7,356235,462376,279
79322,20220723,5,1,3,8,542483,592595,358
79323,20240613,4,12,1,2,134912,150772,1063
79324,20221123,2,6,2,2,58232,67252,2
79325,20250808,10,1,2,2,117498,116191,37
79326,20240427,10,5,3,14,549564,366418,1196
79327,20251213,1,1,1,5,195377,190214,726
79328,20230509,1,1,1,5,103373,133260,987
79329,20250725,7,1,1,5,46094,53178,899
79330,20240920,8,11,3,10,659409,570266,697
79331,20251026,9,2,1,8,137630,113324,690
79332,20240720,5,15,3,4,376345,445301,283
79333,20220113,5,3,9,1,31478,29049,49
79334,20220126,5,1,1,8,224157,263554,354
79335,20240803,1,2,1,9,171402,203875,40
79336,20240509,1,14,1,7,195761,161693,816
79337,20230805,8,13,1,13,192224,198329,1042
79338,20220203,12,1,1,13,190226,204155,347
79339,20250926,7,10,10,20,10199,8038,47
79340,20220805,6,3,1,9,256630,297292,883
79341,20240906,8,12,2,13,25801,26485,26
79342,20240809,10,8,10,18,42763,43697,107
79343,20220410,6,2,3,14,668459,716751,22
79344,20220219,10,7,3,16,535065,611646,1188
79345,20220822,1,8,3,11,231650,263994,1152
79346,20230112,4,9,2,10,312409,336904,77
79347,20230430,2,12,3,7,155427,152831,364
79348,20230414,4,4,7,20,292184,288029,649
79349,20231017,4,2,1,12,260517,299187,150
79350,20220702,1,8,3,9,386347,424220,1093
79351,20221008,2,3,1,12,202806,205531,787
79352,20250915,12,4,1,15,219875,182780,638
79353,20230811,4,9,3,4,108412,104971,135
79354,20230611,6,8,2,19,407988,322800,66
79355,20241013,10,5,1,5,177652,188259,66
79356,20220711,4,10,2,17,138897,127956,80
79357,20230924,1,1,1,16,161652,191080,245
79358,20230528,6,9,3,15,191634,199460,450
79359,20250510,4,13,4,13,63501,58794,83
79360,20250907,7,11,4,1,73333,90540,71
79361,20250611,2,8,3,17,145456,189455,173
79362,20220130,1,5,1,18,96201,111480,112
79363,20241009,4,2,7,13,489825,374955,307
79364,20240614,12,2,2,12,300766,300372,103
79365,20240312,2,10,7,16,120812,127259,159
79366,20220101,3,15,4,20,46020,48136,7
79367,20221129,7,2,5,19,167119,173838,74
79368,20241123,6,6,5,17,342565,522928,56
79369,20230829,1,8,3,18,117857,181538,573
79370,20250722,1,2,8,19,228881,243194,212
79371,20240104,2,9,4,1,92773,106516,96
79372,20250716,8,3,1,6,60361,91840,1032
79373,20230116,1,5,1,19,251948,323031,114
79374,20240223,8,8,7,2,384979,463256,1093
79375,20250411,2,2,7,19,22524,21901,1164
79376,20221222,2,11,9,16,28769,35887,116
79377,20250608,2,14,3,6,332984,290218,356
79378,20241028,9,2,9,8,59021,82873,114
79379,20240812,1,10,5,5,116333,112074,6
79380,20230906,4,2,1,1,151266,155874,322
79381,20230315,9,13,3,11,38918,40789,29
79382,20230325,10,5,4,17,113872,103487,98
79383,20240621,4,15,1,9,166445,217614,121
79384,20250421,5,1,1,15,252542,266200,1093
79385,20251215,5,12,1,9,114493,96571,243
79386,20250527,1,4,7,1,240912,284948,159
79387,20220526,1,6,5,13,332569,357041,7
79388,20221215,4,10,5,11,91810,88592,102
79389,20230329,2,11,5,16,59499,59313,81
79390,20250312,1,2,2,15,176509,196431,42
79391,20230625,8,3,1,15,234807,276518,590
79392,20251121,5,6,1,2,84381,86130,892
79393,20250419,6,3,1,5,96986,112574,38
79394,20250412,11,9,7,18,290663,337582,637
79395,20221103,4,8,3,12,311822,309993,565
79396,20240423,4,9,6,3,16795,18354,5
79397,20230716,1,9,1,3,127451,107173,858
79398,20241225,2,3,1,16,163333,172999,988
79399,20230624,8,11,1,6,103726,122333,924
79400,20220720,3,1,3,7,446578,436364,531
79401,20231120,7,6,10,16,19008,21399,113
79402,20230116,3,9,5,3,208587,231514,18
79403,20240712,4,4,3,7,99349,99226,1070
79404,20220929,6,5,1,8,132915,126696,615
79405,20240801,10,11,3,10,62338,63967,578
79406,20231004,8,10,9,11,70518,74005,62
79407,20240425,8,6,4,16,5749,5341,49
79408,20220916,5,4,10,6,69535,73383,108
79409,20240426,8,14,2,16,266754,292910,33
79410,20230206,6,3,3,14,513826,464261,271
79411,20250214,4,11,1,13,264251,307977,392
79412,20251026,1,14,1,7,115352,131267,830
79413,20240809,10,5,3,4,72361,77530,195
79414,20230501,1,14,1,15,135625,118238,1089
79415,20250805,6,1,3,6,145457,97129,1099
79416,20220422,4,15,1,20,206194,148049,303
79417,20231029,3,3,7,18,144010,151951,866
79418,20221217,2,9,5,15,20183,19820,70
79419,20250125,2,12,3,17,72296,83797,954
79420,20230411,4,10,3,16,550531,521445,1146
79421,20220427,3,11,8,15,110276,102604,147
79422,20230518,11,10,3,20,621437,806550,214
79423,20231006,4,6,1,1,237405,172767,204
79424,20240305,3,1,7,15,483785,378904,544
79425,20220726,3,2,6,15,16818,16985,91
79426,20230419,2,8,1,2,165738,128660,967
79427,20250830,2,2,2,14,39662,34659,58
79428,20250527,6,14,6,1,21084,25841,27
79429,20250205,8,13,1,2,257509,211793,782
79430,20241124,1,10,3,12,528283,588269,1193
79431,20250621,2,12,3,3,623595,613274,546
79432,20230309,1,10,9,19,73436,91928,1
79433,20220923,2,15,1,19,45592,62200,1012
79434,20230502,2,15,8,15,220696,292800,504
79435,20220926,4,2,1,9,168001,162669,1062
79436,20240122,4,2,6,4,15705,17988,78
79437,20230805,4,3,5,9,35196,0,66
79438,20250812,4,2,1,16,259638,313541,492
79439,20230308,4,11,4,14,62281,61570,3
79440,20240201,2,2,3,14,93485,107954,375
79441,20220328,1,8,4,1,113437,124952,118
79442,20230408,10,12,10,14,14002,11816,86
79443,20250420,4,4,6,6,8555,7702,93
79444,20231205,10,1,1,8,126721,155378,952
79445,20221009,5,11,7,8,138070,151927,564
79446,20250318,3,2,3,9,382391,375132,1047
79447,20221027,4,6,3,7,345227,220692,721
79448,20250701,4,11,1,5,172054,181012,1126
79449,20220531,9,5,1,1,265951,402387,595
79450,20241029,2,8,4,11,11846,8939,17
79451,20221107,2,3,5,2,198526,248222,59
79452,20221101,2,2,1,1,54012,75678,427
79453,20220424,4,3,10,11,17178,14073,48
79454,20251024,9,7,4,12,70520,83513,18
79455,20251123,1,5,1,13,137427,126295,463
79456,20251204,4,8,10,20,22393,25984,84
79457,20250122,6,8,4,17,107056,121944,96
79458,20240503,8,12,5,8,176813,220968,51
79459,20240909,1,6,1,10,56709,62081,1059
79460,20250809,8,15,1,6,199204,187324,458
79461,20250907,4,11,9,9,74801,76740,7
79462,20240703,8,8,8,17,188248,219837,1160
79463,20220403,12,8,6,13,68832,78302,92
79464,20220427,3,10,2,11,410891,408041,42
79465,20230117,2,14,1,6,241568,189523,172
79466,20251209,1,14,1,15,198791,174595,1081
79467,20241015,12,2,1,7,107819,77031,962
79468,20220613,2,14,1,17,42737,44165,648
79469,20240702,8,10,1,2,224239,169009,667
79470,20241110,1,2,9,11,58387,0,115
79471,20221021,9,3,3,4,364846,333087,156
79472,20240101,1,1,6,14,45236,56141,75
